accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,Risk Index,Risk Category,Year,Month Number,Month Name
12651,Pune,Maharashtra,18.596079,73.990996,14-Mar-24,09:00:00 PM,21,Thursday,0,rural,1,0,fog,low,40,high,distraction,major,2,1,0,None,0.65,65,High,2024,3,March
12744,Chennai,Tamil Nadu,12.873311,80.104112,05-Jul-24,06:00:00 AM,6,Friday,0,urban,6,0,fog,low,24,high,distraction,major,1,1,0,None,0.65,65,High,2024,7,July
13414,Chennai,Tamil Nadu,12.868863,80.161858,22-Dec-22,03:00:00 PM,15,Thursday,0,urban,6,1,fog,low,36,high,drunk driving,major,3,1,0,None,0.65,65,High,2022,12,December
13864,Delhi,Delhi,28.54508,76.898907,30-Oct-22,01:00:00 PM,13,Sunday,1,urban,3,1,fog,low,16,high,weather,major,1,1,0,None,0.65,65,High,2022,10,October
14555,Hyderabad,Telangana,17.383565,78.564903,09-Jul-22,01:00:00 PM,13,Saturday,1,urban,2,1,fog,low,26,high,overspeeding,major,3,1,0,None,0.65,65,High,2022,7,July
14695,Kolkata,West Bengal,22.675451,88.483226,26-Aug-24,05:00:00 AM,5,Monday,0,highway,6,1,fog,low,21,high,weather,major,1,1,0,None,0.65,65,High,2024,8,August
15136,Chandigarh,Punjab,30.68304,76.807399,20-Jan-23,10:00:00 PM,22,Friday,0,urban,1,1,fog,low,27,high,drunk driving,major,1,1,0,None,0.65,65,High,2023,1,January
15352,Kolkata,West Bengal,22.63534,88.335183,08-Apr-22,11:00:00 AM,11,Friday,0,highway,5,1,fog,low,23,high,poor road,major,3,1,0,None,0.65,65,High,2022,4,April
15361,Kolkata,West Bengal,22.506105,88.42446,18-Jun-24,07:00:00 AM,7,Tuesday,0,rural,6,1,fog,low,40,high,weather,major,1,1,0,None,0.65,65,High,2024,6,June
15445,Mumbai,Maharashtra,19.110906,72.753623,31-Jan-23,11:00:00 PM,23,Tuesday,0,urban,4,0,fog,low,24,high,weather,major,1,1,0,None,0.65,65,High,2023,1,January
15548,Mumbai,Maharashtra,18.966877,72.834683,10-Dec-24,11:00:00 AM,11,Tuesday,0,highway,3,1,fog,low,20,high,distraction,major,1,1,0,None,0.65,65,High,2024,12,December
15693,Mumbai,Maharashtra,19.242333,72.799622,26-Aug-22,05:00:00 AM,5,Friday,0,highway,3,1,fog,low,21,high,weather,major,1,1,0,None,0.65,65,High,2022,8,August
16214,Chandigarh,Punjab,30.796187,76.710324,26-Nov-24,02:00:00 PM,14,Tuesday,0,highway,6,1,fog,low,27,high,poor road,major,2,1,0,None,0.65,65,High,2024,11,November
16221,Hyderabad,Telangana,17.453167,78.538928,30-Jun-24,03:00:00 PM,15,Sunday,1,highway,5,0,fog,low,17,high,distraction,major,1,1,0,None,0.65,65,High,2024,6,June
16270,Chandigarh,Punjab,30.794228,76.872684,22-Mar-22,02:00:00 PM,14,Tuesday,0,rural,4,1,fog,low,29,high,distraction,major,1,1,0,None,0.65,65,High,2022,3,March
16672,Pune,Maharashtra,18.579858,73.717915,04-Sep-22,03:00:00 PM,15,Sunday,1,rural,4,0,fog,low,33,high,weather,major,1,1,0,None,0.65,65,High,2022,9,September
16987,Chandigarh,Punjab,30.695166,76.839435,04-Sep-23,11:00:00 AM,11,Monday,0,rural,5,1,fog,low,15,high,distraction,major,1,1,0,None,0.65,65,High,2023,9,September
17019,Hyderabad,Telangana,17.321762,78.256333,12-May-24,12:00:00 PM,12,Sunday,1,rural,4,1,fog,low,34,high,drunk driving,major,5,1,0,None,0.65,65,High,2024,5,May
17102,Kolkata,West Bengal,22.658685,88.25041,25-Sep-24,10:00:00 PM,22,Wednesday,0,highway,1,0,fog,low,17,high,distraction,major,4,1,0,None,0.65,65,High,2024,9,September
17304,Chandigarh,Punjab,30.79372,76.831834,31-Oct-22,06:00:00 AM,6,Monday,0,highway,5,0,fog,low,29,high,poor road,major,4,1,0,None,0.65,65,High,2022,10,October
17554,Hyderabad,Telangana,17.595331,78.491899,20-Jan-25,12:00:00 PM,12,Monday,0,rural,5,0,fog,low,37,high,distraction,major,4,1,0,None,0.65,65,High,2025,1,January
17904,Bangalore,Karnataka,13.189741,77.576468,29-Mar-24,10:00:00 PM,22,Friday,0,rural,4,0,fog,low,15,high,overspeeding,major,3,1,0,None,0.65,65,High,2024,3,March
17908,Delhi,Delhi,28.779788,77.276876,17-Jul-23,11:00:00 PM,23,Monday,0,highway,5,0,fog,low,20,high,poor road,major,3,1,0,None,0.65,65,High,2023,7,July
17974,Delhi,Delhi,28.436355,76.821229,15-Nov-22,12:00:00 PM,12,Tuesday,0,rural,2,0,fog,low,22,high,drunk driving,major,1,1,0,None,0.65,65,High,2022,11,November
18025,Hyderabad,Telangana,17.28435,78.447785,16-Jan-25,04:00:00 PM,16,Thursday,0,highway,1,1,fog,low,36,high,weather,major,1,1,0,None,0.65,65,High,2025,1,January
18328,Chennai,Tamil Nadu,12.899405,80.273684,29-Mar-22,06:00:00 AM,6,Tuesday,0,highway,6,0,fog,low,40,high,overspeeding,major,2,1,0,None,0.65,65,High,2022,3,March
18511,Chennai,Tamil Nadu,13.063369,80.274398,03-Jul-23,11:00:00 PM,23,Monday,0,rural,3,0,fog,low,29,high,drunk driving,major,5,1,0,None,0.65,65,High,2023,7,July
18656,Kolkata,West Bengal,22.575197,88.400005,23-Dec-23,09:00:00 PM,21,Saturday,1,highway,5,0,fog,low,16,high,weather,major,2,1,0,None,0.65,65,High,2023,12,December
18748,Chennai,Tamil Nadu,12.911841,80.263147,22-Feb-22,01:00:00 PM,13,Tuesday,0,rural,4,0,fog,low,18,high,drunk driving,major,2,1,0,None,0.65,65,High,2022,2,February
18749,Mumbai,Maharashtra,18.823634,72.782313,17-Apr-23,11:00:00 PM,23,Monday,0,rural,4,1,fog,low,36,high,weather,major,2,1,0,None,0.65,65,High,2023,4,April
19132,Mumbai,Maharashtra,19.132499,72.810179,19-Feb-24,03:00:00 PM,15,Monday,0,rural,6,1,fog,low,25,high,overspeeding,major,2,1,0,None,0.65,65,High,2024,2,February
19162,Delhi,Delhi,28.731647,77.010886,21-Jan-24,07:00:00 AM,7,Sunday,1,urban,2,1,fog,low,36,high,poor road,major,3,1,0,None,0.65,65,High,2024,1,January
19246,Delhi,Delhi,28.8265,76.898108,16-Mar-23,12:00:00 PM,12,Thursday,0,urban,6,1,fog,low,30,high,overspeeding,major,4,1,0,None,0.65,65,High,2023,3,March
19587,Pune,Maharashtra,18.604942,73.854235,24-Jan-23,12:00:00 AM,0,Tuesday,0,rural,1,0,fog,low,24,high,distraction,major,1,1,0,None,0.65,65,High,2023,1,January
19827,Chandigarh,Punjab,30.674997,76.895388,10-Apr-22,01:00:00 PM,13,Sunday,1,rural,3,0,fog,low,36,high,distraction,major,1,1,0,None,0.65,65,High,2022,4,April
19881,Hyderabad,Telangana,17.331989,78.234259,03-Nov-23,01:00:00 PM,13,Friday,0,rural,6,1,fog,low,17,high,overspeeding,major,1,1,0,None,0.65,65,High,2023,11,November
146,Chennai,Tamil Nadu,13.145041,80.133716,06-May-22,07:00:00 AM,7,Friday,0,highway,5,0,fog,low,15,high,weather,major,1,0,0,None,0.65,65,High,2022,5,May
254,Mumbai,Maharashtra,19.150088,72.702839,20-Oct-23,08:00:00 PM,20,Friday,0,highway,3,0,fog,low,37,high,weather,major,5,0,0,None,0.65,65,High,2023,10,October
276,Chennai,Tamil Nadu,13.125687,80.288644,07-Apr-22,02:00:00 PM,14,Thursday,0,urban,5,0,fog,low,19,high,weather,major,1,0,0,None,0.65,65,High,2022,4,April
368,Chandigarh,Punjab,30.789743,76.765097,14-Aug-24,01:00:00 PM,13,Wednesday,0,rural,1,1,fog,low,27,high,poor road,major,1,0,0,None,0.65,65,High,2024,8,August
379,Mumbai,Maharashtra,19.204154,72.754614,20-Nov-23,11:00:00 PM,23,Monday,0,highway,6,1,fog,low,29,high,overspeeding,major,1,0,0,None,0.65,65,High,2023,11,November
419,Bangalore,Karnataka,12.917963,77.412591,30-May-22,05:00:00 AM,5,Monday,0,rural,5,0,fog,low,21,high,distraction,major,5,0,0,None,0.65,65,High,2022,5,May
1170,Delhi,Delhi,28.748241,76.997351,12-Jan-24,03:00:00 PM,15,Friday,0,urban,4,0,fog,low,15,high,distraction,major,2,0,0,None,0.65,65,High,2024,1,January
1426,Bangalore,Karnataka,12.820049,77.50684,05-Aug-24,04:00:00 PM,16,Monday,0,highway,4,1,fog,low,37,high,drunk driving,major,1,0,0,None,0.65,65,High,2024,8,August
1480,Chandigarh,Punjab,30.792871,76.831474,12-Jan-22,12:00:00 PM,12,Wednesday,0,highway,4,0,fog,low,35,high,poor road,major,1,0,0,None,0.65,65,High,2022,1,January
1638,Mumbai,Maharashtra,18.847981,72.823659,01-Jun-22,05:00:00 AM,5,Wednesday,0,urban,6,0,fog,low,36,high,drunk driving,major,3,0,0,None,0.65,65,High,2022,6,June
1781,Hyderabad,Telangana,17.483446,78.375371,13-Feb-25,11:00:00 AM,11,Thursday,0,rural,2,0,fog,low,26,high,drunk driving,major,3,0,0,None,0.65,65,High,2025,2,February
1869,Chennai,Tamil Nadu,13.184877,80.180381,11-Jan-22,11:00:00 PM,23,Tuesday,0,rural,4,1,fog,low,32,high,distraction,major,4,0,0,None,0.65,65,High,2022,1,January
1873,Mumbai,Maharashtra,19.261016,72.930206,16-Jun-22,03:00:00 PM,15,Thursday,0,urban,2,0,fog,low,40,high,poor road,major,5,0,0,None,0.65,65,High,2022,6,June
2291,Bangalore,Karnataka,13.069008,77.473434,21-Aug-23,03:00:00 PM,15,Monday,0,rural,4,1,fog,low,32,high,drunk driving,major,1,0,0,None,0.65,65,High,2023,8,August
2326,Chandigarh,Punjab,30.704369,76.783176,19-Nov-23,09:00:00 PM,21,Sunday,1,highway,4,1,fog,low,18,high,distraction,major,1,0,0,None,0.65,65,High,2023,11,November
2341,Hyderabad,Telangana,17.470228,78.430008,31-Jan-22,04:00:00 PM,16,Monday,0,rural,5,1,fog,low,17,high,poor road,major,1,0,0,None,0.65,65,High,2022,1,January
2408,Hyderabad,Telangana,17.353364,78.516885,29-Jul-24,10:00:00 PM,22,Monday,0,rural,5,0,fog,low,25,high,poor road,major,3,0,0,None,0.65,65,High,2024,7,July
2438,Mumbai,Maharashtra,19.216023,72.900424,18-Sep-22,11:00:00 AM,11,Sunday,1,rural,2,0,fog,low,33,high,poor road,major,2,0,0,None,0.65,65,High,2022,9,September
2578,Bangalore,Karnataka,13.146777,77.771412,19-Sep-23,01:00:00 PM,13,Tuesday,0,rural,1,0,fog,low,21,high,overspeeding,major,1,0,0,None,0.65,65,High,2023,9,September
2793,Bangalore,Karnataka,13.177532,77.505945,08-Apr-23,11:00:00 PM,23,Saturday,1,rural,2,1,fog,low,39,high,overspeeding,major,4,0,0,None,0.65,65,High,2023,4,April
3164,Chennai,Tamil Nadu,13.020325,80.144872,25-Jan-24,09:00:00 PM,21,Thursday,0,urban,6,1,fog,low,24,high,weather,major,2,0,0,None,0.65,65,High,2024,1,January
3381,Chandigarh,Punjab,30.656403,76.796138,26-Oct-23,08:00:00 PM,20,Thursday,0,highway,1,1,fog,low,29,high,overspeeding,major,1,0,0,None,0.65,65,High,2023,10,October
3496,Bangalore,Karnataka,13.111759,77.450284,21-Feb-22,01:00:00 PM,13,Monday,0,highway,5,1,fog,low,40,high,drunk driving,major,1,0,0,None,0.65,65,High,2022,2,February
3512,Hyderabad,Telangana,17.218825,78.536656,30-Oct-22,01:00:00 AM,1,Sunday,1,urban,5,0,fog,low,24,high,distraction,major,5,0,0,None,0.65,65,High,2022,10,October
4201,Hyderabad,Telangana,17.385459,78.493166,17-Oct-24,02:00:00 PM,14,Thursday,0,rural,1,0,fog,low,33,high,poor road,major,5,0,0,None,0.65,65,High,2024,10,October
4434,Pune,Maharashtra,18.470904,73.928906,29-May-22,04:00:00 AM,4,Sunday,1,rural,4,0,fog,low,37,high,drunk driving,major,2,0,0,None,0.65,65,High,2022,5,May
4808,Bangalore,Karnataka,13.196232,77.471353,09-Feb-22,10:00:00 PM,22,Wednesday,0,urban,5,0,fog,low,35,high,poor road,major,2,0,0,None,0.65,65,High,2022,2,February
4864,Kolkata,West Bengal,22.412851,88.35714,28-Nov-24,01:00:00 PM,13,Thursday,0,highway,6,0,fog,low,39,high,distraction,major,1,0,0,None,0.65,65,High,2024,11,November
4956,Pune,Maharashtra,18.683303,73.744339,16-Feb-22,02:00:00 PM,14,Wednesday,0,rural,1,0,fog,low,35,high,poor road,major,1,0,0,None,0.65,65,High,2022,2,February
5035,Pune,Maharashtra,18.599783,73.727325,10-Apr-22,11:00:00 AM,11,Sunday,1,highway,3,0,fog,low,28,high,overspeeding,major,5,0,0,None,0.65,65,High,2022,4,April
5071,Kolkata,West Bengal,22.614689,88.443959,17-Aug-24,07:00:00 AM,7,Saturday,1,highway,6,0,fog,low,24,high,distraction,major,2,0,0,None,0.65,65,High,2024,8,August
5277,Mumbai,Maharashtra,19.11215,72.937231,25-Apr-23,07:00:00 AM,7,Tuesday,0,highway,5,0,fog,low,40,high,drunk driving,major,1,0,0,None,0.65,65,High,2023,4,April
5280,Kolkata,West Bengal,22.60692,88.438905,01-Mar-23,05:00:00 AM,5,Wednesday,0,rural,6,0,fog,low,32,high,drunk driving,major,1,0,0,None,0.65,65,High,2023,3,March
5302,Pune,Maharashtra,18.513608,73.852287,16-Aug-23,12:00:00 PM,12,Wednesday,0,rural,2,1,fog,low,18,high,overspeeding,major,3,0,0,None,0.65,65,High,2023,8,August
5501,Bangalore,Karnataka,12.922691,77.403011,24-Apr-23,03:00:00 PM,15,Monday,0,urban,5,0,fog,low,25,high,drunk driving,major,5,0,0,None,0.65,65,High,2023,4,April
5679,Pune,Maharashtra,18.422075,73.875485,22-Jul-23,04:00:00 PM,16,Saturday,1,rural,5,1,fog,low,29,high,weather,major,3,0,0,None,0.65,65,High,2023,7,July
6040,Bangalore,Karnataka,12.929908,77.695205,12-Mar-23,03:00:00 PM,15,Sunday,1,highway,5,0,fog,low,19,high,weather,major,3,0,0,None,0.65,65,High,2023,3,March
6817,Delhi,Delhi,28.464111,76.942475,25-Sep-22,08:00:00 PM,20,Sunday,1,rural,4,1,fog,low,39,high,drunk driving,major,1,0,0,None,0.65,65,High,2022,9,September
7142,Chennai,Tamil Nadu,12.955207,80.154385,24-Feb-23,05:00:00 AM,5,Friday,0,urban,2,1,fog,low,36,high,weather,major,1,0,0,None,0.65,65,High,2023,2,February
7462,Delhi,Delhi,28.630696,77.004106,20-Dec-23,05:00:00 AM,5,Wednesday,0,urban,5,0,fog,low,22,high,weather,major,2,0,0,None,0.65,65,High,2023,12,December
7525,Bangalore,Karnataka,12.911831,77.445715,09-Apr-22,01:00:00 AM,1,Saturday,1,rural,5,1,fog,low,26,high,poor road,major,5,0,0,None,0.65,65,High,2022,4,April
7679,Kolkata,West Bengal,22.542891,88.38983,01-Dec-24,11:00:00 PM,23,Sunday,1,rural,2,1,fog,low,18,high,poor road,major,2,0,0,None,0.65,65,High,2024,12,December
7701,Hyderabad,Telangana,17.43842,78.5624,23-May-23,03:00:00 AM,3,Tuesday,0,urban,1,0,fog,low,32,high,poor road,major,1,0,0,None,0.65,65,High,2023,5,May
7944,Hyderabad,Telangana,17.380852,78.203426,15-Dec-22,02:00:00 PM,14,Thursday,0,rural,2,0,fog,low,38,high,drunk driving,major,3,0,0,None,0.65,65,High,2022,12,December
7964,Chandigarh,Punjab,30.68494,76.884652,07-Jan-22,01:00:00 PM,13,Friday,0,rural,6,0,fog,low,17,high,overspeeding,major,1,0,0,None,0.65,65,High,2022,1,January
8064,Chennai,Tamil Nadu,13.082216,80.254314,12-Nov-22,07:00:00 AM,7,Saturday,1,urban,5,0,fog,low,34,high,distraction,major,1,0,0,None,0.65,65,High,2022,11,November
8153,Hyderabad,Telangana,17.415423,78.588638,06-Jan-24,03:00:00 PM,15,Saturday,1,urban,4,1,fog,low,15,high,weather,major,2,0,0,None,0.65,65,High,2024,1,January
8589,Bangalore,Karnataka,12.821921,77.566254,30-Dec-23,05:00:00 AM,5,Saturday,1,rural,2,0,fog,low,18,high,drunk driving,major,1,0,0,None,0.65,65,High,2023,12,December
8731,Kolkata,West Bengal,22.527022,88.436438,08-Aug-22,01:00:00 PM,13,Monday,0,rural,3,1,fog,low,40,high,poor road,major,3,0,0,None,0.65,65,High,2022,8,August
8812,Mumbai,Maharashtra,18.804474,72.809293,08-Jun-24,08:00:00 PM,20,Saturday,1,urban,1,0,fog,low,35,high,weather,major,1,0,0,None,0.65,65,High,2024,6,June
8829,Hyderabad,Telangana,17.394616,78.587164,20-Dec-22,10:00:00 PM,22,Tuesday,0,highway,2,1,fog,low,35,high,weather,major,4,0,0,None,0.65,65,High,2022,12,December
9300,Mumbai,Maharashtra,19.040981,72.954568,11-Apr-23,01:00:00 PM,13,Tuesday,0,rural,2,0,fog,low,27,high,weather,major,2,0,0,None,0.65,65,High,2023,4,April
9635,Bangalore,Karnataka,13.095352,77.69829,08-Jan-24,11:00:00 PM,23,Monday,0,highway,6,1,fog,low,27,high,weather,major,1,0,0,None,0.65,65,High,2024,1,January
10332,Delhi,Delhi,28.566575,77.077848,17-Jan-24,04:00:00 PM,16,Wednesday,0,urban,2,0,fog,low,40,high,drunk driving,major,5,0,0,None,0.65,65,High,2024,1,January
10464,Delhi,Delhi,28.70101,76.879764,04-Oct-24,11:00:00 PM,23,Friday,0,urban,4,1,fog,low,20,high,distraction,major,2,0,0,None,0.65,65,High,2024,10,October
10536,Chennai,Tamil Nadu,12.869647,80.18907,21-Apr-24,03:00:00 PM,15,Sunday,1,highway,4,0,fog,low,19,high,drunk driving,major,1,0,0,None,0.65,65,High,2024,4,April
10649,Mumbai,Maharashtra,19.236923,72.938427,29-Jun-22,02:00:00 PM,14,Wednesday,0,highway,3,0,fog,low,30,high,weather,major,3,0,0,None,0.65,65,High,2022,6,June
10783,Chennai,Tamil Nadu,12.881424,80.187051,03-May-23,01:00:00 PM,13,Wednesday,0,urban,2,1,fog,low,24,high,overspeeding,major,2,0,0,None,0.65,65,High,2023,5,May
10879,Chennai,Tamil Nadu,12.914901,80.240966,30-Jul-24,03:00:00 PM,15,Tuesday,0,urban,2,0,fog,low,27,high,poor road,major,1,0,0,None,0.65,65,High,2024,7,July
11038,Hyderabad,Telangana,17.288857,78.446698,01-Apr-24,03:00:00 PM,15,Monday,0,highway,1,1,fog,low,24,high,poor road,major,4,0,0,None,0.65,65,High,2024,4,April
11593,Kolkata,West Bengal,22.569061,88.352904,25-Feb-22,03:00:00 PM,15,Friday,0,rural,6,0,fog,low,31,high,overspeeding,major,1,0,0,None,0.65,65,High,2022,2,February
11779,Pune,Maharashtra,18.420388,73.964919,11-May-23,11:00:00 PM,23,Thursday,0,rural,2,1,fog,low,15,high,drunk driving,major,1,0,0,None,0.65,65,High,2023,5,May
12217,Hyderabad,Telangana,17.341389,78.378138,29-Oct-24,04:00:00 PM,16,Tuesday,0,rural,2,0,fog,low,40,high,distraction,major,1,0,0,None,0.65,65,High,2024,10,October
12587,Pune,Maharashtra,18.438343,73.834967,12-Aug-23,06:00:00 AM,6,Saturday,1,highway,6,1,fog,low,28,high,distraction,major,2,0,0,None,0.65,65,High,2023,8,August
13029,Kolkata,West Bengal,22.536019,88.21941,10-Sep-24,07:00:00 AM,7,Tuesday,0,highway,3,0,fog,low,17,high,poor road,major,2,0,0,None,0.65,65,High,2024,9,September
13275,Bangalore,Karnataka,12.957805,77.64889,11-Dec-22,06:00:00 AM,6,Sunday,1,rural,4,0,fog,low,26,high,overspeeding,major,1,0,0,None,0.65,65,High,2022,12,December
13518,Bangalore,Karnataka,12.875861,77.623428,14-Nov-24,11:00:00 PM,23,Thursday,0,highway,2,1,fog,low,22,high,distraction,major,2,0,0,None,0.65,65,High,2024,11,November
13537,Chandigarh,Punjab,30.715794,76.712406,18-Nov-23,04:00:00 PM,16,Saturday,1,rural,3,0,fog,low,37,high,poor road,major,3,0,0,None,0.65,65,High,2023,11,November
13579,Hyderabad,Telangana,17.214562,78.356779,21-Jan-23,11:00:00 AM,11,Saturday,1,urban,3,0,fog,low,23,high,distraction,major,3,0,0,None,0.65,65,High,2023,1,January
13587,Kolkata,West Bengal,22.419659,88.313355,01-Nov-23,11:00:00 PM,23,Wednesday,0,highway,5,1,fog,low,40,high,overspeeding,major,3,0,0,None,0.65,65,High,2023,11,November
13993,Chennai,Tamil Nadu,13.120345,80.231139,27-Jan-25,03:00:00 PM,15,Monday,0,highway,3,0,fog,low,21,high,overspeeding,major,1,0,0,None,0.65,65,High,2025,1,January
14028,Hyderabad,Telangana,17.539453,78.413587,14-Mar-24,02:00:00 PM,14,Thursday,0,highway,2,0,fog,low,30,high,drunk driving,major,2,0,0,None,0.65,65,High,2024,3,March
14067,Bangalore,Karnataka,12.924475,77.579849,13-Mar-25,04:00:00 PM,16,Thursday,0,rural,6,0,fog,low,31,high,distraction,major,5,0,0,None,0.65,65,High,2025,3,March
14089,Kolkata,West Bengal,22.457804,88.421267,01-Apr-22,10:00:00 PM,22,Friday,0,rural,3,0,fog,low,38,high,weather,major,3,0,0,None,0.65,65,High,2022,4,April
14142,Hyderabad,Telangana,17.469569,78.368834,13-Nov-22,10:00:00 PM,22,Sunday,1,highway,3,0,fog,low,40,high,overspeeding,major,1,0,0,None,0.65,65,High,2022,11,November
14236,Chandigarh,Punjab,30.755323,76.811854,29-Jan-23,01:00:00 PM,13,Sunday,1,rural,3,1,fog,low,40,high,overspeeding,major,1,0,0,None,0.65,65,High,2023,1,January
14323,Hyderabad,Telangana,17.301089,78.508806,13-Apr-23,07:00:00 AM,7,Thursday,0,highway,3,1,fog,low,28,high,poor road,major,3,0,0,None,0.65,65,High,2023,4,April
14635,Mumbai,Maharashtra,19.001946,72.887391,17-Feb-25,07:00:00 AM,7,Monday,0,rural,3,0,fog,low,24,high,poor road,major,4,0,0,None,0.65,65,High,2025,2,February
14697,Chandigarh,Punjab,30.703,76.847975,07-Dec-22,09:00:00 PM,21,Wednesday,0,urban,6,0,fog,low,40,high,drunk driving,major,1,0,0,None,0.65,65,High,2022,12,December
14938,Chandigarh,Punjab,30.643067,76.708347,20-Nov-24,06:00:00 AM,6,Wednesday,0,highway,3,0,fog,low,25,high,distraction,major,2,0,0,None,0.65,65,High,2024,11,November
15091,Pune,Maharashtra,18.558702,73.70599,22-Dec-23,02:00:00 PM,14,Friday,0,urban,4,0,fog,low,28,high,weather,major,5,0,0,None,0.65,65,High,2023,12,December
15271,Mumbai,Maharashtra,18.916141,72.957456,06-Apr-24,03:00:00 AM,3,Saturday,1,rural,3,1,fog,low,23,high,weather,major,1,0,0,None,0.65,65,High,2024,4,April
15358,Pune,Maharashtra,18.699107,73.734363,18-Sep-23,01:00:00 PM,13,Monday,0,rural,2,1,fog,low,16,high,poor road,major,1,0,0,None,0.65,65,High,2023,9,September
15670,Delhi,Delhi,28.786887,77.009446,19-Feb-24,05:00:00 AM,5,Monday,0,rural,6,1,fog,low,18,high,weather,major,2,0,0,None,0.65,65,High,2024,2,February
16031,Delhi,Delhi,28.832066,76.871161,22-Feb-22,05:00:00 AM,5,Tuesday,0,highway,4,0,fog,low,33,high,distraction,major,1,0,0,None,0.65,65,High,2022,2,February
16172,Chandigarh,Punjab,30.671696,76.757559,04-Apr-24,11:00:00 AM,11,Thursday,0,rural,6,1,fog,low,27,high,drunk driving,major,1,0,0,None,0.65,65,High,2024,4,April
16200,Chennai,Tamil Nadu,13.145224,80.102416,22-Dec-24,06:00:00 AM,6,Sunday,1,rural,2,1,fog,low,19,high,distraction,major,4,0,0,None,0.65,65,High,2024,12,December
16366,Chennai,Tamil Nadu,13.079234,80.148653,24-Jan-25,04:00:00 AM,4,Friday,0,urban,4,1,fog,low,26,high,drunk driving,major,1,0,0,None,0.65,65,High,2025,1,January
16726,Chandigarh,Punjab,30.711816,76.713771,30-Mar-24,04:00:00 PM,16,Saturday,1,highway,3,0,fog,low,33,high,overspeeding,major,3,0,0,None,0.65,65,High,2024,3,March
16828,Kolkata,West Bengal,22.486896,88.255914,07-Feb-24,03:00:00 PM,15,Wednesday,0,urban,2,1,fog,low,24,high,poor road,major,2,0,0,None,0.65,65,High,2024,2,February
17092,Mumbai,Maharashtra,19.135326,72.744903,29-Oct-22,06:00:00 AM,6,Saturday,1,highway,4,0,fog,low,16,high,distraction,major,1,0,0,None,0.65,65,High,2022,10,October
17575,Chennai,Tamil Nadu,13.196773,80.202719,09-Oct-23,12:00:00 AM,0,Monday,0,urban,6,0,fog,low,16,high,distraction,major,5,0,0,None,0.65,65,High,2023,10,October
17698,Bangalore,Karnataka,13.011922,77.495722,09-Nov-24,06:00:00 AM,6,Saturday,1,urban,2,1,fog,low,22,high,weather,major,1,0,0,None,0.65,65,High,2024,11,November
17701,Chennai,Tamil Nadu,12.860092,80.289435,30-Apr-24,05:00:00 AM,5,Tuesday,0,rural,3,0,fog,low,27,high,drunk driving,major,3,0,0,None,0.65,65,High,2024,4,April
17718,Pune,Maharashtra,18.540574,73.725926,27-Feb-22,09:00:00 PM,21,Sunday,1,highway,4,1,fog,low,27,high,weather,major,4,0,0,None,0.65,65,High,2022,2,February
17866,Mumbai,Maharashtra,19.024627,72.944172,16-Dec-24,12:00:00 PM,12,Monday,0,rural,1,0,fog,low,15,high,weather,major,5,0,0,None,0.65,65,High,2024,12,December
17878,Bangalore,Karnataka,13.002071,77.729742,14-Mar-24,05:00:00 AM,5,Thursday,0,urban,2,0,fog,low,36,high,poor road,major,1,0,0,None,0.65,65,High,2024,3,March
17885,Delhi,Delhi,28.764528,77.237713,09-Jan-25,10:00:00 PM,22,Thursday,0,urban,5,0,fog,low,34,high,distraction,major,1,0,0,None,0.65,65,High,2025,1,January
18143,Bangalore,Karnataka,13.182288,77.448402,01-Oct-24,11:00:00 PM,23,Tuesday,0,rural,4,0,fog,low,22,high,overspeeding,major,2,0,0,None,0.65,65,High,2024,10,October
18705,Bangalore,Karnataka,13.150298,77.532545,12-Oct-22,07:00:00 AM,7,Wednesday,0,rural,4,0,fog,low,18,high,weather,major,3,0,0,None,0.65,65,High,2022,10,October
19008,Chandigarh,Punjab,30.693514,76.869389,21-Jun-22,05:00:00 AM,5,Tuesday,0,highway,5,1,fog,low,37,high,distraction,major,1,0,0,None,0.65,65,High,2022,6,June
19020,Pune,Maharashtra,18.56474,73.876934,06-Dec-24,06:00:00 AM,6,Friday,0,urban,4,0,fog,low,24,high,drunk driving,major,1,0,0,None,0.65,65,High,2024,12,December
19138,Chennai,Tamil Nadu,12.924586,80.239137,12-Jan-23,02:00:00 PM,14,Thursday,0,rural,6,0,fog,low,21,high,distraction,major,3,0,0,None,0.65,65,High,2023,1,January
19270,Bangalore,Karnataka,13.15473,77.576112,31-Dec-23,01:00:00 PM,13,Sunday,1,highway,6,1,fog,low,23,high,distraction,major,3,0,0,None,0.65,65,High,2023,12,December
109,Delhi,Delhi,28.519189,76.859451,03-Feb-24,02:00:00 AM,2,Saturday,1,rural,1,0,rain,low,27,high,poor road,minor,1,0,0,None,0.65,65,High,2024,2,February
182,Hyderabad,Telangana,17.563446,78.232019,10-Oct-23,01:00:00 PM,13,Tuesday,0,urban,5,0,rain,low,39,high,poor road,minor,5,0,0,None,0.65,65,High,2023,10,October
376,Chennai,Tamil Nadu,13.15716,80.108805,19-Mar-25,02:00:00 PM,14,Wednesday,0,urban,6,1,rain,low,25,high,drunk driving,minor,3,0,0,None,0.65,65,High,2025,3,March
